ID_Transaccion,Fecha_Hora,ID_Producto,Nombre_Producto,Precio_Unitario,Cantidad,ID_Tienda
2551,2025-09-07 23:51:30,P03,Trio de Berries,14.0,1,T02
1120,2025-09-07 23:52:57,P01,Detox Verde,12.5,1,T01
10537,2025-09-07 23:54:38,P03,Trio de Berries,14.0,2,T01
5414,2025-09-07 23:57:58,P01,Detox Verde,12.5,1,T02
1247,2025-09-07 23:58:44,P01,Detox Verde,12.5,1,T01
5467,2025-09-08 00:02:13,P01,Detox Verde,12.5,1,T01
3368,2025-09-08 00:06:38,P02,Energia Matutina,11.0,1,T02
6923,2025-09-08 00:07:21,P03,Trio de Berries,14.0,1,T02
10429,2025-09-08 00:08:38,P04,Sol Tropical,10.5,1,T02
8172,2025-09-08 00:17:28,P02,Energia Matutina,11.0,1,T01
3780,2025-09-08 00:19:43,P01,Detox Verde,12.5,1,T01
8472,2025-09-08 00:35:42,P04,Sol Tropical,10.5,1,T01
10231,2025-09-08 00:41:14,P02,Energia Matutina,11.0,2,T02
5821,2025-09-08 00:43:52,P01,Detox Verde,12.5,2,T01
2782,2025-09-08 00:44:20,P03,Trio de Berries,14.0,3,T02
6093,2025-09-08 00:48:14,P02,Energia Matutina,11.0,1,T02
6555,2025-09-08 00:51:16,P03,Trio de Berries,14.0,1,T02
2210,2025-09-08 00:56:10,P02,Energia Matutina,11.0,3,T02
7350,2025-09-08 00:58:29,P03,Trio de Berries,14.0,1,T02
4235,2025-09-08 00:59:00,P02,Energia Matutina,11.0,3,T01
8950,2025-09-08 01:00:21,P03,Trio de Berries,14.0,1,T01
9116,2025-09-08 01:00:56,P01,Detox Verde,12.5,1,T01
4081,2025-09-08 01:02:59,P04,Sol Tropical,10.5,1,T01
9912,2025-09-08 01:09:20,P02,Energia Matutina,11.0,1,T01
4226,2025-09-08 01:16:25,P04,Sol Tropical,10.5,1,T01
1476,2025-09-08 01:16:47,P01,Detox Verde,12.5,1,T01
6383,2025-09-08 01:19:43,P05,Inmune-C Boost,13.0,1,T01
5630,2025-09-08 01:22:51,P03,Trio de Berries,14.0,1,T01
8200,2025-09-08 01:43:47,P02,Energia Matutina,11.0,1,T02
6464,2025-09-08 01:48:17,P04,Sol Tropical,10.5,1,T01
6607,2025-09-08 01:51:20,P02,Energia Matutina,11.0,1,T02
9577,2025-09-08 02:02:33,P03,Trio de Berries,14.0,1,T01
1738,2025-09-08 02:03:34,P01,Detox Verde,12.5,1,T02
2185,2025-09-08 02:03:47,P03,Trio de Berries,14.0,1,T02
4686,2025-09-08 02:12:37,P03,Trio de Berries,14.0,1,T02
5459,2025-09-08 02:29:27,P02,Energia Matutina,11.0,1,T01
1565,2025-09-08 02:32:22,P01,Detox Verde,12.5,2,T01
8315,2025-09-08 02:41:46,P05,Inmune-C Boost,13.0,1,T01
3642,2025-09-08 02:43:27,P05,Inmune-C Boost,13.0,2,T02
10300,2025-09-08 02:43:48,P02,Energia Matutina,11.0,1,T01
9816,2025-09-08 02:48:45,P02,Energia Matutina,11.0,1,T02
2297,2025-09-08 02:54:07,P01,Detox Verde,12.5,1,T01
2128,2025-09-08 03:11:27,P03,Trio de Berries,14.0,1,T02
3206,2025-09-08 03:11:49,P02,Energia Matutina,11.0,1,T01
4725,2025-09-08 03:15:34,P03,Trio de Berries,14.0,1,T01
1196,2025-09-08 03:17:09,P01,Detox Verde,12.5,1,T01
3418,2025-09-08 03:24:27,P01,Detox Verde,12.5,3,T01
1818,2025-09-08 03:28:57,P02,Energia Matutina,11.0,2,T01
2441,2025-09-08 03:34:03,P02,Energia Matutina,11.0,1,T01
7377,2025-09-08 03:39:34,P04,Sol Tropical,10.5,1,T02
10247,2025-09-08 03:44:12,P03,Trio de Berries,14.0,1,T02
10318,2025-09-08 03:46:39,P02,Energia Matutina,11.0,1,T01
1440,2025-09-08 03:52:05,P02,Energia Matutina,11.0,1,T01
3327,2025-09-08 03:56:04,P01,Detox Verde,12.5,1,T01
7498,2025-09-08 04:12:52,P05,Inmune-C Boost,13.0,1,T02
7388,2025-09-08 04:14:31,P02,Energia Matutina,11.0,2,T01
10255,2025-09-08 04:16:08,P02,Energia Matutina,11.0,1,T02
9124,2025-09-08 04:22:28,P02,Energia Matutina,11.0,3,T02
6643,2025-09-08 04:25:29,P01,Detox Verde,12.5,2,T01
9520,2025-09-08 04:27:04,P01,Detox Verde,12.5,1,T01
5884,2025-09-08 04:27:49,P02,Energia Matutina,11.0,2,T02
5194,2025-09-08 04:28:04,P03,Trio de Berries,14.0,1,T02
4510,2025-09-08 04:28:41,P02,Energia Matutina,11.0,2,T02
1562,2025-09-08 04:29:21,P02,Energia Matutina,11.0,1,T01
4660,2025-09-08 04:34:21,P02,Energia Matutina,11.0,1,T01
3400,2025-09-08 04:39:17,P04,Sol Tropical,10.5,1,T02
7487,2025-09-08 04:41:14,P01,Detox Verde,12.5,1,T01
8525,2025-09-08 04:43:27,P02,Energia Matutina,11.0,1,T02
9423,2025-09-08 04:56:33,P02,Energia Matutina,11.0,1,T01
3803,2025-09-08 05:04:33,P01,Detox Verde,12.5,1,T01
6865,2025-09-08 05:06:24,P01,Detox Verde,12.5,1,T01
5979,2025-09-08 05:06:42,P03,Trio de Berries,14.0,3,T02
8900,2025-09-08 05:11:45,P03,Trio de Berries,14.0,1,T01
6345,2025-09-08 05:14:02,P01,Detox Verde,12.5,1,T01
5761,2025-09-08 05:16:48,P01,Detox Verde,12.5,1,T02
6405,2025-09-08 05:18:22,P01,Detox Verde,12.5,1,T02
8413,2025-09-08 05:32:06,P01,Detox Verde,12.5,3,T01
10673,2025-09-08 05:33:40,P01,Detox Verde,12.5,1,T01
7193,2025-09-08 05:45:34,P02,Energia Matutina,11.0,1,T01
7251,2025-09-08 05:47:28,P04,Sol Tropical,10.5,1,T02
6646,2025-09-08 05:48:06,P02,Energia Matutina,11.0,1,T01
3471,2025-09-08 05:48:49,P01,Detox Verde,12.5,1,T01
4477,2025-09-08 05:51:23,P01,Detox Verde,12.5,2,T01
7259,2025-09-08 05:57:58,P04,Sol Tropical,10.5,1,T02
5751,2025-09-08 05:59:06,P01,Detox Verde,12.5,1,T01
4144,2025-09-08 06:02:13,P01,Detox Verde,12.5,2,T01
5813,2025-09-08 06:04:11,P02,Energia Matutina,11.0,1,T01
4542,2025-09-08 06:16:37,P02,Energia Matutina,11.0,1,T01
2850,2025-09-08 06:17:57,P02,Energia Matutina,11.0,2,T02
7196,2025-09-08 06:22:25,P02,Energia Matutina,11.0,1,T02
9281,2025-09-08 06:24:21,P02,Energia Matutina,11.0,1,T02
1725,2025-09-08 06:30:07,P02,Energia Matutina,11.0,1,T02
4663,2025-09-08 06:30:32,P02,Energia Matutina,11.0,2,T02
1816,2025-09-08 06:35:11,P01,Detox Verde,12.5,1,T01
2728,2025-09-08 06:35:33,P01,Detox Verde,12.5,1,T02
7791,2025-09-08 06:41:59,P01,Detox Verde,12.5,1,T02
3892,2025-09-08 06:51:40,P01,Detox Verde,12.5,1,T01
4183,2025-09-08 06:57:57,P02,Energia Matutina,11.0,1,T01
3591,2025-09-08 06:58:56,P02,Energia Matutina,11.0,1,T02
4997,2025-09-08 06:59:22,P02,Energia Matutina,11.0,1,T02
5898,2025-09-08 07:00:38,P01,Detox Verde,12.5,1,T01
3872,2025-09-08 07:03:24,P02,Energia Matutina,11.0,1,T01
2822,2025-09-08 07:10:27,P02,Energia Matutina,11.0,1,T02
7337,2025-09-08 07:27:44,P03,Trio de Berries,14.0,1,T02
10185,2025-09-08 07:31:47,P03,Trio de Berries,14.0,1,T02
5374,2025-09-08 07:32:32,P02,Energia Matutina,11.0,1,T02
6887,2025-09-08 07:34:22,P05,Inmune-C Boost,13.0,2,T02
2137,2025-09-08 07:39:24,P02,Energia Matutina,11.0,1,T02
8497,2025-09-08 07:39:33,P02,Energia Matutina,11.0,1,T01
2818,2025-09-08 07:47:48,P02,Energia Matutina,11.0,2,T02
9656,2025-09-08 07:48:39,P01,Detox Verde,12.5,1,T01
2168,2025-09-08 07:52:50,P05,Inmune-C Boost,13.0,1,T02
10108,2025-09-08 07:57:07,P02,Energia Matutina,11.0,2,T02
4811,2025-09-08 07:57:32,P02,Energia Matutina,11.0,1,T01
6372,2025-09-08 08:00:52,P02,Energia Matutina,11.0,1,T02
3693,2025-09-08 08:06:34,P04,Sol Tropical,10.5,1,T02
2305,2025-09-08 08:08:18,P04,Sol Tropical,10.5,1,T02
3104,2025-09-08 08:08:46,P01,Detox Verde,12.5,1,T01
5596,2025-09-08 08:09:03,P02,Energia Matutina,11.0,2,T01
4208,2025-09-08 08:27:05,P02,Energia Matutina,11.0,1,T01
6134,2025-09-08 08:29:29,P02,Energia Matutina,11.0,1,T02
6271,2025-09-08 08:36:17,P01,Detox Verde,12.5,1,T01
5627,2025-09-08 08:36:26,P03,Trio de Berries,14.0,1,T02
7081,2025-09-08 08:36:51,P01,Detox Verde,12.5,1,T02
8880,2025-09-08 08:41:41,P01,Detox Verde,12.5,1,T01
3073,2025-09-08 08:42:35,P01,Detox Verde,12.5,1,T02
10698,2025-09-08 08:49:38,P03,Trio de Berries,14.0,2,T01
2372,2025-09-08 09:09:49,P02,Energia Matutina,11.0,1,T01
4174,2025-09-08 09:10:39,P01,Detox Verde,12.5,1,T02
3864,2025-09-08 09:11:40,P03,Trio de Berries,14.0,2,T02
8999,2025-09-08 09:14:36,P02,Energia Matutina,11.0,2,T01
10803,2025-09-08 09:15:51,P02,Energia Matutina,11.0,2,T01
9085,2025-09-08 09:18:14,P03,Trio de Berries,14.0,1,T02
10721,2025-09-08 09:18:42,P04,Sol Tropical,10.5,1,T02
10336,2025-09-08 09:20:54,P02,Energia Matutina,11.0,1,T02
3760,2025-09-08 09:23:52,P02,Energia Matutina,11.0,1,T01
6661,2025-09-08 09:24:23,P02,Energia Matutina,11.0,1,T01
9454,2025-09-08 09:30:23,P05,Inmune-C Boost,13.0,1,T02
3345,2025-09-08 09:39:48,P01,Detox Verde,12.5,1,T01
10234,2025-09-08 09:41:25,P05,Inmune-C Boost,13.0,2,T02
5873,2025-09-08 09:50:46,P02,Energia Matutina,11.0,1,T01
6456,2025-09-08 09:55:32,P01,Detox Verde,12.5,1,T02
4038,2025-09-08 09:56:32,P04,Sol Tropical,10.5,2,T01
1977,2025-09-08 10:02:04,P01,Detox Verde,12.5,1,T01
8068,2025-09-08 10:05:13,P01,Detox Verde,12.5,1,T01
7881,2025-09-08 10:06:23,P02,Energia Matutina,11.0,1,T01
3486,2025-09-08 10:10:09,P03,Trio de Berries,14.0,1,T01
7262,2025-09-08 10:15:52,P01,Detox Verde,12.5,1,T02
8886,2025-09-08 10:34:57,P02,Energia Matutina,11.0,1,T01
7963,2025-09-08 10:35:38,P03,Trio de Berries,14.0,1,T02
5476,2025-09-08 10:44:25,P02,Energia Matutina,11.0,1,T01
5019,2025-09-08 10:47:14,P02,Energia Matutina,11.0,1,T01
4343,2025-09-08 10:47:58,P03,Trio de Berries,14.0,1,T01
9940,2025-09-08 10:48:25,P02,Energia Matutina,11.0,1,T02
3081,2025-09-08 10:56:01,P02,Energia Matutina,11.0,1,T02
7001,2025-09-08 10:56:58,P01,Detox Verde,12.5,1,T01
8209,2025-09-08 10:59:39,P03,Trio de Berries,14.0,3,T02
5069,2025-09-08 11:01:50,P01,Detox Verde,12.5,1,T02
9576,2025-09-08 11:04:18,P03,Trio de Berries,14.0,1,T01
5470,2025-09-08 11:11:06,P02,Energia Matutina,11.0,1,T02
4420,2025-09-08 11:13:39,P04,Sol Tropical,10.5,1,T01
10351,2025-09-08 11:14:36,P01,Detox Verde,12.5,1,T02
7372,2025-09-08 11:21:19,P03,Trio de Berries,14.0,1,T02
6714,2025-09-08 11:23:23,P02,Energia Matutina,11.0,2,T01
8592,2025-09-08 11:24:45,P01,Detox Verde,12.5,2,T01
6999,2025-09-08 11:28:51,P01,Detox Verde,12.5,1,T01
5733,2025-09-08 11:31:03,P03,Trio de Berries,14.0,1,T01
2820,2025-09-08 11:35:12,P02,Energia Matutina,11.0,1,T02
2083,2025-09-08 11:36:47,P02,Energia Matutina,11.0,1,T02
6598,2025-09-08 11:41:10,P02,Energia Matutina,11.0,1,T02
2496,2025-09-08 11:55:44,P03,Trio de Berries,14.0,1,T02
6535,2025-09-08 11:56:58,P04,Sol Tropical,10.5,1,T02
8355,2025-09-08 12:11:32,P02,Energia Matutina,11.0,1,T02
3277,2025-09-08 12:20:58,P02,Energia Matutina,11.0,1,T01
3052,2025-09-08 12:23:32,P01,Detox Verde,12.5,2,T01
1867,2025-09-08 12:24:36,P05,Inmune-C Boost,13.0,1,T01
3867,2025-09-08 12:28:26,P03,Trio de Berries,14.0,1,T02
8666,2025-09-08 12:31:06,P04,Sol Tropical,10.5,1,T01
10509,2025-09-08 12:31:21,P05,Inmune-C Boost,13.0,1,T01
8940,2025-09-08 12:34:52,P04,Sol Tropical,10.5,1,T02
2214,2025-09-08 12:35:26,P01,Detox Verde,12.5,1,T02
2122,2025-09-08 12:42:36,P05,Inmune-C Boost,13.0,2,T02
2672,2025-09-08 12:44:10,P02,Energia Matutina,11.0,3,T01
7127,2025-09-08 12:47:58,P02,Energia Matutina,11.0,1,T02
2468,2025-09-08 12:52:03,P03,Trio de Berries,14.0,1,T02
3727,2025-09-08 12:53:41,P01,Detox Verde,12.5,1,T02
8349,2025-09-08 12:56:25,P04,Sol Tropical,10.5,1,T02
9507,2025-09-08 13:00:27,P01,Detox Verde,12.5,1,T02
6042,2025-09-08 13:00:43,P02,Energia Matutina,11.0,1,T02
2470,2025-09-08 13:04:12,P02,Energia Matutina,11.0,3,T01
5310,2025-09-08 13:05:50,P01,Detox Verde,12.5,1,T02
3117,2025-09-08 13:11:40,P02,Energia Matutina,11.0,1,T01
4506,2025-09-08 13:12:44,P01,Detox Verde,12.5,1,T01
3291,2025-09-08 13:14:51,P01,Detox Verde,12.5,1,T02
2609,2025-09-08 13:14:54,P02,Energia Matutina,11.0,1,T02
4545,2025-09-08 13:20:02,P01,Detox Verde,12.5,2,T02
6506,2025-09-08 13:23:58,P01,Detox Verde,12.5,1,T01
9290,2025-09-08 13:24:04,P02,Energia Matutina,11.0,2,T01
4318,2025-09-08 13:32:17,P01,Detox Verde,12.5,1,T02
8988,2025-09-08 13:35:01,P01,Detox Verde,12.5,1,T02
10179,2025-09-08 13:41:09,P01,Detox Verde,12.5,1,T01
1259,2025-09-08 13:55:42,P03,Trio de Berries,14.0,1,T02
8979,2025-09-08 13:58:02,P03,Trio de Berries,14.0,1,T01
8478,2025-09-08 14:00:14,P03,Trio de Berries,14.0,1,T02
4473,2025-09-08 14:02:31,P03,Trio de Berries,14.0,1,T01
10953,2025-09-08 14:06:17,P02,Energia Matutina,11.0,1,T01
3342,2025-09-08 14:06:30,P01,Detox Verde,12.5,2,T02
6415,2025-09-08 14:21:37,P01,Detox Verde,12.5,1,T02
4100,2025-09-08 14:25:41,P03,Trio de Berries,14.0,1,T02
8954,2025-09-08 14:25:57,P01,Detox Verde,12.5,1,T01
7398,2025-09-08 14:31:07,P03,Trio de Berries,14.0,1,T02
10772,2025-09-08 14:32:02,P02,Energia Matutina,11.0,1,T01
10804,2025-09-08 14:35:22,P03,Trio de Berries,14.0,1,T02
5328,2025-09-08 14:46:24,P03,Trio de Berries,14.0,1,T01
5442,2025-09-08 14:52:22,P03,Trio de Berries,14.0,2,T01
3462,2025-09-08 14:56:33,P03,Trio de Berries,14.0,1,T01
7434,2025-09-08 14:56:57,P01,Detox Verde,12.5,2,T01
2946,2025-09-08 15:07:23,P03,Trio de Berries,14.0,1,T02
3257,2025-09-08 15:11:28,P02,Energia Matutina,11.0,1,T01
7463,2025-09-08 15:13:00,P02,Energia Matutina,11.0,1,T01
8797,2025-09-08 15:18:31,P03,Trio de Berries,14.0,2,T02
4300,2025-09-08 15:23:35,P01,Detox Verde,12.5,2,T01
9806,2025-09-08 15:25:05,P01,Detox Verde,12.5,1,T01
4311,2025-09-08 15:26:31,P04,Sol Tropical,10.5,1,T02
3957,2025-09-08 15:30:07,P04,Sol Tropical,10.5,1,T02
10344,2025-09-08 15:32:46,P04,Sol Tropical,10.5,1,T01
9332,2025-09-08 15:35:41,P02,Energia Matutina,11.0,1,T01
2770,2025-09-08 15:37:08,P05,Inmune-C Boost,13.0,1,T01
10301,2025-09-08 15:37:43,P01,Detox Verde,12.5,1,T01
6254,2025-09-08 15:40:43,P03,Trio de Berries,14.0,1,T02
4708,2025-09-08 15:42:19,P01,Detox Verde,12.5,1,T01
6859,2025-09-08 15:43:22,P01,Detox Verde,12.5,1,T02
7279,2025-09-08 15:49:48,P03,Trio de Berries,14.0,1,T02
9650,2025-09-08 15:53:24,P02,Energia Matutina,11.0,2,T01
8723,2025-09-08 15:57:23,P01,Detox Verde,12.5,3,T02
4944,2025-09-08 16:01:35,P04,Sol Tropical,10.5,1,T01
10706,2025-09-08 16:08:28,P01,Detox Verde,12.5,1,T02
8550,2025-09-08 16:10:48,P05,Inmune-C Boost,13.0,2,T01
4250,2025-09-08 16:14:09,P01,Detox Verde,12.5,1,T02
1863,2025-09-08 16:21:34,P03,Trio de Berries,14.0,1,T02
10193,2025-09-08 16:29:39,P02,Energia Matutina,11.0,1,T02
1164,2025-09-08 16:29:47,P02,Energia Matutina,11.0,1,T01
7753,2025-09-08 16:35:29,P01,Detox Verde,12.5,1,T02
1618,2025-09-08 16:35:32,P05,Inmune-C Boost,13.0,2,T01
5912,2025-09-08 16:37:41,P03,Trio de Berries,14.0,1,T01
7945,2025-09-08 16:39:37,P03,Trio de Berries,14.0,1,T02
4664,2025-09-08 16:44:32,P02,Energia Matutina,11.0,1,T02
2089,2025-09-08 16:44:47,P04,Sol Tropical,10.5,1,T02
1071,2025-09-08 16:45:15,P02,Energia Matutina,11.0,1,T01
8825,2025-09-08 16:47:57,P02,Energia Matutina,11.0,1,T01
8328,2025-09-08 16:55:44,P02,Energia Matutina,11.0,2,T02
9104,2025-09-08 17:05:53,P01,Detox Verde,12.5,1,T01
6877,2025-09-08 17:11:09,P02,Energia Matutina,11.0,1,T01
4587,2025-09-08 17:11:40,P03,Trio de Berries,14.0,1,T02
3140,2025-09-08 17:23:20,P01,Detox Verde,12.5,1,T01
4336,2025-09-08 17:23:46,P04,Sol Tropical,10.5,1,T01
1176,2025-09-08 17:33:04,P02,Energia Matutina,11.0,1,T01
10370,2025-09-08 17:33:39,P03,Trio de Berries,14.0,1,T02
6160,2025-09-08 17:52:07,P01,Detox Verde,12.5,1,T01
4709,2025-09-08 17:53:09,P05,Inmune-C Boost,13.0,1,T01
2873,2025-09-08 18:01:00,P02,Energia Matutina,11.0,1,T01
6964,2025-09-08 18:03:14,P01,Detox Verde,12.5,1,T02
7432,2025-09-08 18:05:15,P05,Inmune-C Boost,13.0,1,T01
9413,2025-09-08 18:07:35,P02,Energia Matutina,11.0,1,T02
4166,2025-09-08 18:10:26,P01,Detox Verde,12.5,1,T02
6600,2025-09-08 18:11:26,P02,Energia Matutina,11.0,1,T02
5531,2025-09-08 18:11:52,P01,Detox Verde,12.5,2,T01
6498,2025-09-08 18:13:57,P02,Energia Matutina,11.0,2,T02
6783,2025-09-08 18:14:22,P01,Detox Verde,12.5,1,T01
4914,2025-09-08 18:19:40,P05,Inmune-C Boost,13.0,1,T01
5149,2025-09-08 18:21:59,P03,Trio de Berries,14.0,1,T02
2624,2025-09-08 18:22:40,P03,Trio de Berries,14.0,1,T02
8861,2025-09-08 18:24:33,P02,Energia Matutina,11.0,1,T01
3813,2025-09-08 18:36:01,P01,Detox Verde,12.5,1,T02
3634,2025-09-08 18:37:40,P02,Energia Matutina,11.0,2,T02
1650,2025-09-08 18:41:53,P02,Energia Matutina,11.0,2,T01
7492,2025-09-08 18:43:10,P03,Trio de Berries,14.0,1,T02
9072,2025-09-08 18:43:53,P01,Detox Verde,12.5,2,T01
6211,2025-09-08 18:43:55,P04,Sol Tropical,10.5,2,T02
2830,2025-09-08 18:50:08,P03,Trio de Berries,14.0,1,T02
8973,2025-09-08 18:50:13,P02,Energia Matutina,11.0,1,T01
2002,2025-09-08 18:50:40,P04,Sol Tropical,10.5,2,T01
10703,2025-09-08 18:51:00,P03,Trio de Berries,14.0,1,T01
8430,2025-09-08 19:09:22,P04,Sol Tropical,10.5,2,T01
7406,2025-09-08 19:10:41,P03,Trio de Berries,14.0,1,T01
8275,2025-09-08 19:14:37,P01,Detox Verde,12.5,1,T01
1730,2025-09-08 19:14:50,P01,Detox Verde,12.5,1,T01
3423,2025-09-08 19:16:06,P03,Trio de Berries,14.0,1,T02
10136,2025-09-08 19:32:42,P02,Energia Matutina,11.0,1,T02
2854,2025-09-08 19:37:48,P03,Trio de Berries,14.0,1,T01
8714,2025-09-08 19:48:03,P03,Trio de Berries,14.0,2,T01
9417,2025-09-08 19:51:44,P01,Detox Verde,12.5,3,T01
6587,2025-09-08 19:53:36,P03,Trio de Berries,14.0,1,T02
2573,2025-09-08 19:55:30,P03,Trio de Berries,14.0,1,T02
4084,2025-09-08 20:00:16,P04,Sol Tropical,10.5,1,T01
7969,2025-09-08 20:02:52,P01,Detox Verde,12.5,1,T02
7235,2025-09-08 20:03:32,P01,Detox Verde,12.5,1,T02
7832,2025-09-08 20:07:01,P02,Energia Matutina,11.0,1,T01
9475,2025-09-08 20:07:41,P03,Trio de Berries,14.0,1,T02
9075,2025-09-08 20:13:36,P04,Sol Tropical,10.5,1,T02
8565,2025-09-08 20:14:05,P01,Detox Verde,12.5,1,T02
8718,2025-09-08 20:18:37,P02,Energia Matutina,11.0,1,T01
5738,2025-09-08 20:23:05,P01,Detox Verde,12.5,1,T01
5941,2025-09-08 20:23:13,P04,Sol Tropical,10.5,1,T02
9680,2025-09-08 20:25:08,P05,Inmune-C Boost,13.0,1,T02
9848,2025-09-08 20:25:50,P01,Detox Verde,12.5,1,T01
3094,2025-09-08 20:29:17,P03,Trio de Berries,14.0,1,T02
1335,2025-09-08 20:31:20,P01,Detox Verde,12.5,1,T01
10502,2025-09-08 20:33:17,P03,Trio de Berries,14.0,1,T02
7797,2025-09-08 20:38:36,P02,Energia Matutina,11.0,1,T01
1050,2025-09-08 20:39:35,P03,Trio de Berries,14.0,1,T02
6566,2025-09-08 20:41:26,P01,Detox Verde,12.5,1,T01
5360,2025-09-08 20:51:14,P01,Detox Verde,12.5,3,T01
4985,2025-09-08 20:57:57,P01,Detox Verde,12.5,1,T02
3464,2025-09-08 21:02:01,P02,Energia Matutina,11.0,3,T02
6737,2025-09-08 21:08:12,P04,Sol Tropical,10.5,1,T01
6635,2025-09-08 21:12:34,P02,Energia Matutina,11.0,1,T02
3708,2025-09-08 21:22:15,P03,Trio de Berries,14.0,1,T02
5860,2025-09-08 21:22:30,P03,Trio de Berries,14.0,1,T02
2526,2025-09-08 21:22:35,P01,Detox Verde,12.5,1,T01
7543,2025-09-08 21:25:20,P04,Sol Tropical,10.5,2,T01
3333,2025-09-08 21:36:24,P02,Energia Matutina,11.0,1,T02
5246,2025-09-08 21:38:11,P05,Inmune-C Boost,13.0,1,T01
1948,2025-09-08 21:42:45,P03,Trio de Berries,14.0,1,T01
6520,2025-09-08 21:43:04,P02,Energia Matutina,11.0,1,T01
4158,2025-09-08 21:44:56,P02,Energia Matutina,11.0,1,T02
5541,2025-09-08 21:46:39,P01,Detox Verde,12.5,1,T02
8009,2025-09-08 21:56:32,P03,Trio de Berries,14.0,1,T02
10929,2025-09-08 21:59:06,P04,Sol Tropical,10.5,1,T01
10270,2025-09-08 22:08:56,P05,Inmune-C Boost,13.0,1,T01
10657,2025-09-08 22:20:16,P01,Detox Verde,12.5,1,T01
6852,2025-09-08 22:27:28,P01,Detox Verde,12.5,1,T01
6924,2025-09-08 22:36:26,P03,Trio de Berries,14.0,1,T02
2174,2025-09-08 22:38:48,P02,Energia Matutina,11.0,1,T02
10338,2025-09-08 22:45:39,P02,Energia Matutina,11.0,1,T01
5505,2025-09-08 22:46:41,P04,Sol Tropical,10.5,1,T02
3446,2025-09-08 22:51:02,P01,Detox Verde,12.5,2,T01
3377,2025-09-08 22:51:43,P01,Detox Verde,12.5,1,T01
2587,2025-09-08 22:52:55,P04,Sol Tropical,10.5,3,T02
2332,2025-09-08 22:55:28,P03,Trio de Berries,14.0,2,T02
1173,2025-09-08 22:56:18,P01,Detox Verde,12.5,1,T01
3001,2025-09-08 22:57:52,P04,Sol Tropical,10.5,2,T01
1346,2025-09-08 22:59:40,P01,Detox Verde,12.5,1,T01
4428,2025-09-08 23:00:53,P02,Energia Matutina,11.0,1,T02
9183,2025-09-08 23:02:42,P03,Trio de Berries,14.0,2,T02
6507,2025-09-08 23:12:33,P05,Inmune-C Boost,13.0,2,T01
4192,2025-09-08 23:19:20,P02,Energia Matutina,11.0,1,T02
1237,2025-09-08 23:23:56,P04,Sol Tropical,10.5,2,T01
1675,2025-09-08 23:25:02,P04,Sol Tropical,10.5,1,T02
4843,2025-09-08 23:25:52,P02,Energia Matutina,11.0,2,T02
6326,2025-09-08 23:27:47,P03,Trio de Berries,14.0,1,T01
2923,2025-09-08 23:35:20,P03,Trio de Berries,14.0,2,T01
10068,2025-09-08 23:40:15,P02,Energia Matutina,11.0,1,T02
4474,2025-09-08 23:41:31,P02,Energia Matutina,11.0,1,T02
4631,2025-09-08 23:43:29,P02,Energia Matutina,11.0,3,T01
2563,2025-09-08 23:45:43,P03,Trio de Berries,14.0,1,T02
10061,2025-09-08 23:50:17,P02,Energia Matutina,11.0,1,T02
8585,2025-09-08 23:57:05,P05,Inmune-C Boost,13.0,1,T01
3268,2025-09-09 00:04:14,P04,Sol Tropical,10.5,1,T01
3556,2025-09-09 00:04:17,P01,Detox Verde,12.5,1,T01
9470,2025-09-09 00:05:31,P04,Sol Tropical,10.5,1,T02
6322,2025-09-09 00:08:15,P04,Sol Tropical,10.5,1,T02
4665,2025-09-09 00:14:04,P02,Energia Matutina,11.0,1,T02
10700,2025-09-09 00:42:59,P03,Trio de Berries,14.0,2,T01
1460,2025-09-09 00:48:53,P01,Detox Verde,12.5,1,T02
8012,2025-09-09 00:54:45,P03,Trio de Berries,14.0,1,T02
8919,2025-09-09 00:58:07,P03,Trio de Berries,14.0,1,T02
2268,2025-09-09 01:00:02,P04,Sol Tropical,10.5,1,T01
8261,2025-09-09 01:03:51,P03,Trio de Berries,14.0,1,T02
1443,2025-09-09 01:13:48,P01,Detox Verde,12.5,1,T01
7794,2025-09-09 01:15:55,P02,Energia Matutina,11.0,1,T01
10637,2025-09-09 01:23:13,P02,Energia Matutina,11.0,1,T02
7433,2025-09-09 01:36:26,P05,Inmune-C Boost,13.0,3,T02
9759,2025-09-09 01:36:59,P02,Energia Matutina,11.0,1,T01
5671,2025-09-09 01:38:12,P05,Inmune-C Boost,13.0,1,T02
10904,2025-09-09 01:40:50,P02,Energia Matutina,11.0,1,T02
4762,2025-09-09 01:47:33,P03,Trio de Berries,14.0,1,T02
8725,2025-09-09 01:48:04,P04,Sol Tropical,10.5,1,T02
4854,2025-09-09 01:48:49,P03,Trio de Berries,14.0,2,T01
4764,2025-09-09 01:49:22,P01,Detox Verde,12.5,1,T01
6459,2025-09-09 01:50:13,P02,Energia Matutina,11.0,1,T01
3985,2025-09-09 01:54:50,P01,Detox Verde,12.5,1,T02
9305,2025-09-09 02:03:29,P01,Detox Verde,12.5,1,T01
3306,2025-09-09 02:09:56,P03,Trio de Berries,14.0,1,T02
2396,2025-09-09 02:13:42,P01,Detox Verde,12.5,1,T02
7055,2025-09-09 02:17:22,P04,Sol Tropical,10.5,1,T02
5711,2025-09-09 02:21:14,P02,Energia Matutina,11.0,2,T01
10327,2025-09-09 02:26:50,P04,Sol Tropical,10.5,1,T02
6909,2025-09-09 02:40:30,P02,Energia Matutina,11.0,3,T01
